street address,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"2149 GRAND, St. Louis, MO",38.510973,-90.293415,0.8,range_interpolation,2149,Granda Dr,Saint Louis,MO,St. Louis County,63125,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"6001 FLORISSANT, St. Louis, MO",38.709424,-90.251294,0.5,rooftop,6001,W Florissant Ave,Saint Louis,MO,St. Louis city,63136,US,City of St Louis
"3873 GERMANIA, St. Louis, MO",38.557065,-90.274517,1,rooftop,3873,Germania St,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"3859 GRAVOIS, St. Louis, MO",38.493405,-90.308235,1,range_interpolation,3859,Gravois Rd,Saint Louis,MO,St. Louis County,63129,US,TIGER/LineÂ® dataset from the US Census Bureau
"3926 ILLINOIS, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4220 GRAND, St. Louis, MO",38.667142,-90.212036,0.5,rooftop,4220,N Grand Blvd,Saint Louis,MO,St. Louis city,63107,US,City of St Louis
"3316 AUBERT, St. Louis, MO",38.67348,-90.252071,0.6,rooftop,3316,Aubert Ave,Saint Louis,MO,St. Louis city,63115,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1820 MARKET, St. Louis, MO",38.628156,-90.208248,1,rooftop,1820,Market St,Saint Louis,MO,St. Louis city,63103,US,City of St Louis
"1820 MARKET, St. Louis, MO",38.628156,-90.208248,1,rooftop,1820,Market St,Saint Louis,MO,St. Louis city,63103,US,City of St Louis
"2707 MCCAUSLAND, St. Louis, MO",38.612282,-90.309295,0.9,range_interpolation,2707,McCausland Ct,Saint Louis,MO,St. Louis city,63143,US,TIGER/LineÂ® dataset from the US Census Bureau
"3407 JEFFERSON, St. Louis, MO",38.592994,-90.225946,0.5,rooftop,3407,S Jefferson Ave,Saint Louis,MO,St. Louis city,63118,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4735 CARTER, St. Louis, MO",38.681545,-90.238855,0.6,rooftop,4735,Carter Ave,Saint Louis,MO,St. Louis city,63115,US,City of St Louis
"4301 MARYLAND, St. Louis, MO",38.642759,-90.250198,0.6,rooftop,4301,Maryland Ave,Saint Louis,MO,St. Louis city,63108,US,City of St Louis
"712 OFALLON, St. Louis, MO",38.63676,-90.188904,1,rooftop,712,Ofallon St,Saint Louis,MO,St. Louis city,63101,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5800 THEODOSIA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3001 MIAMI, St. Louis, MO",38.590978,-90.234299,1,rooftop,3001,Miami St,Saint Louis,MO,St. Louis city,63118,US,City of St Louis
"6330 POTOMAC, St. Louis, MO",38.598694,-90.297358,1,rooftop,6330,Potomac St,Saint Louis,MO,St. Louis city,63109,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"6037 FLORISSANT, St. Louis, MO",38.709992,-90.25178,0.5,rooftop,6037,W Florissant Ave,Saint Louis,MO,St. Louis city,63136,US,City of St Louis
"4870 LEE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1016 LOUGHBOROUGH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"2218 COLLEGE, St. Louis, MO",38.673073,-90.216479,0.7,rooftop,2218,E College Ave,Saint Louis,MO,St. Louis city,63107,US,City of St Louis
"816 ALLEN, St. Louis, MO",38.607067,-90.20446,0.6,rooftop,816,Allen Ave,Saint Louis,MO,St. Louis city,63104,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5039 TENNESSEE, St. Louis, MO",38.571636,-90.250663,0.6,rooftop,5039,Tennessee Ave,Saint Louis,MO,St. Louis city,63111,US,City of St Louis
"6600 MANCHESTER, St. Louis, MO",38.618833,-90.301088,0.9,range_interpolation,6600,State Hwy 100,Saint Louis,MO,St. Louis city,63139,US,TIGER/LineÂ® dataset from the US Census Bureau
"800 WASHINGTON, St. Louis, MO",38.630536,-90.193023,0.6,rooftop,800,Washington Ave,Saint Louis,MO,St. Louis city,63101,US,City of St Louis
"4331 JOHN, St. Louis, MO",38.670065,-90.213422,0.6,rooftop,4331,John Ave,Saint Louis,MO,St. Louis city,63107,US,City of St Louis
"5526 ROBIN, St. Louis, MO",38.702418,-90.247194,0.6,rooftop,5526,Robin Ave,Saint Louis,MO,St. Louis city,63120,US,City of St Louis
"5526 ROBIN, St. Louis, MO",38.702418,-90.247194,0.6,rooftop,5526,Robin Ave,Saint Louis,MO,St. Louis city,63120,US,City of St Louis
"5526 ROBIN, St. Louis, MO",38.702418,-90.247194,0.6,rooftop,5526,Robin Ave,Saint Louis,MO,St. Louis city,63120,US,City of St Louis
"5526 ROBIN, St. Louis, MO",38.702418,-90.247194,0.6,rooftop,5526,Robin Ave,Saint Louis,MO,St. Louis city,63120,US,City of St Louis
"5526 ROBIN, St. Louis, MO",38.702418,-90.247194,0.6,rooftop,5526,Robin Ave,Saint Louis,MO,St. Louis city,63120,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1234 BLUMEYER, St. Louis, MO",38.643795,-90.225676,1,rooftop,1234,Blumeyer St,Saint Louis,MO,St. Louis city,63106,US,City of St Louis
"3139 CHEROKEE, St. Louis, MO",38.594879,-90.236039,1,rooftop,3139,Cherokee St,Saint Louis,MO,St. Louis city,63118,US,City of St Louis
"3683 COOK, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4740 CUPPLES, St. Louis, MO",38.665587,-90.251491,1,rooftop,4740,Cupples Pl,Saint Louis,MO,St. Louis city,63113,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"721 TUCKER, St. Louis, MO",38.669027,-90.445379,0.8,range_interpolation,721,Decker Ln,Saint Louis,MO,St. Louis County,63141,US,TIGER/LineÂ® dataset from the US Census Bureau
"300 MEMORIAL, St. Louis, MO",38.624708,-90.185432,0.9,rooftop,300,N Memorial Dr,Saint Louis,MO,St. Louis city,63101,US,City of St Louis
"4334 NATURAL BRIDGE, St. Louis, MO",38.669192,-90.235372,0.9,range_interpolation,4334,State Hwy 115,Saint Louis,MO,St. Louis city,63115,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"2843 MIAMI, St. Louis, MO",38.590745,-90.232395,1,rooftop,2843,Miami St,Saint Louis,MO,St. Louis city,63118,US,City of St Louis
"1730 20TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3903 C D BANKS, St. Louis, MO",38.646804,-90.236068,1,rooftop,3903,C D Banks Ave,Saint Louis,MO,St. Louis city,63113,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"200 BROADWAY, St. Louis, MO",38.627286,-90.188861,0.9,rooftop,200,N Broadway,Saint Louis,MO,St. Louis city,63102,US,City of St Louis
"5900 WILSON, St. Louis, MO",38.617323,-90.28594,0.6,range_interpolation,5900,Wilson Ave,Saint Louis,MO,St. Louis city,63110,US,TIGER/LineÂ® dataset from the US Census Bureau
"826 GUSTAV, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"826 GUSTAV, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"6010 LUCILLE, St. Louis, MO",38.704581,-90.254894,0.6,rooftop,6010,Lucille Ave,Saint Louis,MO,St. Louis city,63136,US,City of St Louis
"5952 WANDA, St. Louis, MO",38.576156,-90.272252,0.9,rooftop,5952,Wanda Ave,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"7847 TENNESSEE, St. Louis, MO",38.551577,-90.269152,1,rooftop,7847,Tennessee Pl,Saint Louis,MO,St. Louis city,63111,US,City of St Louis
"1342 MONTCLAIR, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3803 MERAMEC, St. Louis, MO",38.583099,-90.247995,1,rooftop,3803,Meramec St,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"5082 WESTMINSTER, St. Louis, MO",38.649378,-90.266973,0.6,rooftop,5082,Westminster Pl,Saint Louis,MO,St. Louis city,63108,US,City of St Louis
"5912 WILSON, St. Louis, MO",38.617339,-90.286075,0.6,range_interpolation,5912,Wilson Ave,Saint Louis,MO,St. Louis city,63110,US,TIGER/LineÂ® dataset from the US Census Bureau
"5956 ERA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"205 18TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3974 HUMPHREY, St. Louis, MO",38.598794,-90.252974,1,rooftop,3974,Humphrey St,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"405 EUCLID, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"717 SOULARD, St. Louis, MO",38.609253,-90.201799,1,rooftop,717,Soulard St,Saint Louis,MO,St. Louis city,63104,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5741 ERA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5741 ERA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5741 ERA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5741 ERA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5741 ERA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5741 ERA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"0 PONCE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4178 TAFT, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5737 DELOR, St. Louis, MO",38.584324,-90.291338,1,rooftop,5737,Delor St,Saint Louis,MO,St. Louis city,63109,US,City of St Louis
"4510 ALASKA, St. Louis, MO",38.575641,-90.243416,0.6,rooftop,4510,Alaska Ave,Saint Louis,MO,St. Louis city,63111,US,City of St Louis
"736 BROADWAY, St. Louis, MO",38.61883,-90.192401,0.9,rooftop,736,S Broadway,Saint Louis,MO,St. Louis city,63102,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1222 16TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3030 EUCLID, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4235 KOELN, St. Louis, MO",38.561579,-90.280797,0.6,range_interpolation,4235,Koeln Ave,Saint Louis,MO,St. Louis city,63116,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"919 JEFFERSON, St. Louis, MO",38.515131,-90.299356,1,range_interpolation,919,Jeffersonian Dr,Saint Louis,MO,St. Louis County,63125,US,TIGER/LineÂ® dataset from the US Census Bureau
"5823 WILSON, St. Louis, MO",38.617921,-90.28529,0.6,rooftop,5823,Wilson Ave,Saint Louis,MO,St. Louis city,63110,US,City of St Louis
"6314 POTOMAC, St. Louis, MO",38.598632,-90.296747,1,rooftop,6314,Potomac St,Saint Louis,MO,St. Louis city,63139,US,City of St Louis
"3659 GRAND, St. Louis, MO",38.590667,-90.244549,0.5,rooftop,3659,S Grand Blvd,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"721 TUCKER, St. Louis, MO",38.669027,-90.445379,0.8,range_interpolation,721,Decker Ln,Saint Louis,MO,St. Louis County,63141,US,TIGER/LineÂ® dataset from the US Census Bureau
"5710 PARK, St. Louis, MO",38.70908,-90.250639,0.6,rooftop,5710,Park Ln,Saint Louis,MO,St. Louis city,63147,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"6070 HARNEY, St. Louis, MO",38.706952,-90.255601,0.6,rooftop,6070,Harney Ave,Saint Louis,MO,St. Louis city,63136,US,City of St Louis
"5053 TENNESSEE, St. Louis, MO",38.571325,-90.250924,0.6,rooftop,5053,Tennessee Ave,Saint Louis,MO,St. Louis city,63111,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"8715 ANNETTA, St. Louis, MO",38.71625,-90.238261,1,rooftop,8715,Annetta St,Saint Louis,MO,St. Louis city,63147,US,City of St Louis
"1158 RIVERVIEW, St. Louis, MO",38.722305,-90.238077,0.6,rooftop,1158,Riverview Blvd,Saint Louis,MO,St. Louis city,63147,US,City of St Louis
"5400 GRAVOIS, St. Louis, MO",38.579479,-90.269655,1,range_interpolation,5400,Gravois Rd,Saint Louis,MO,St. Louis city,63116,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5331 TERRY, St. Louis, MO",38.674192,-90.263187,0.6,rooftop,5331,Terry Ave,Saint Louis,MO,St. Louis city,63120,US,City of St Louis
"7000 BROADWAY, St. Louis, MO",38.55122,-90.253206,0.9,rooftop,7000,S Broadway,Saint Louis,MO,St. Louis city,63111,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"605 WASHINGTON, St. Louis, MO",38.630774,-90.18975,0.6,rooftop,605,Washington Ave,Saint Louis,MO,St. Louis city,63101,US,City of St Louis
"1225 UNION, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4344 DR MARTIN LUTHER KING, St. Louis, MO",38.655693,-90.244336,1,rooftop,4344,Dr Martin Luther King Dr,Saint Louis,MO,St. Louis city,63113,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3573 BAMBERGER, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"120 QUINCY, St. Louis, MO",38.552141,-90.253821,1,rooftop,120,Quincy St,Saint Louis,MO,St. Louis city,63111,US,City of St Louis
"1500 LAFAYETTE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1500 LAFAYETTE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1532 TOWER GROVE, St. Louis, MO",38.621258,-90.255167,0.6,rooftop,1532,Tower Grove Ave,Saint Louis,MO,St. Louis city,63110,US,City of St Louis
"3778 KEOKUK, St. Louis, MO",38.586694,-90.250001,1,range_interpolation,3778,Keokuk St,Saint Louis,MO,St. Louis city,63116,US,TIGER/LineÂ® dataset from the US Census Bureau
"4873 WOODSTOCK, St. Louis, MO",38.700536,-90.261991,0.6,rooftop,4873,Woodstock Ave,Saint Louis,MO,St. Louis city,63136,US,City of St Louis
"5008 RUSKIN, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5404 VERNON, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5710 PARK, St. Louis, MO",38.70908,-90.250639,0.6,rooftop,5710,Park Ln,Saint Louis,MO,St. Louis city,63147,US,City of St Louis
"5917 DELMAR, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3202 KINGSHIGHWAY, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3951 OLIVE, St. Louis, MO",38.642245,-90.240737,0.6,rooftop,3951,Olive St,Saint Louis,MO,St. Louis city,63108,US,City of St Louis
"715 BROADWAY, St. Louis, MO",38.631202,-90.188431,0.9,rooftop,715,N Broadway,Saint Louis,MO,St. Louis city,63101,US,City of St Louis
"5630 PERSHING, St. Louis, MO",38.64816,-90.28416,0.6,rooftop,5630,Pershing Ave,Saint Louis,MO,St. Louis city,63112,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1819 LAFAYETTE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4100 FOREST PARK, St. Louis, MO",38.635203,-90.248106,0.6,rooftop,4100,Forest Park Ave,Saint Louis,MO,St. Louis city,63108,US,City of St Louis
"6003 ETZEL, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"2000 MADISON, St. Louis, MO",38.645938,-90.205276,0.6,rooftop,2000,Madison St,Saint Louis,MO,St. Louis city,63106,US,City of St Louis
"2000 MADISON, St. Louis, MO",38.645938,-90.205276,0.6,rooftop,2000,Madison St,Saint Louis,MO,St. Louis city,63106,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1915 OLIVE, St. Louis, MO",38.632115,-90.207675,0.6,rooftop,1915,Olive St,Saint Louis,MO,St. Louis city,63103,US,City of St Louis
"208 9TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"2911 OLIVE, St. Louis, MO",38.634804,-90.220429,0.6,rooftop,2911,Olive St,Saint Louis,MO,St. Louis city,63103,US,City of St Louis
"6944 ALABAMA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"701 15TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"8416 HALLS FERRY, St. Louis, MO",38.714416,-90.23176,1,rooftop,8416,Halls Ferry Rd,Saint Louis,MO,St. Louis city,63147,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4739 ASHLAND, St. Louis, MO",38.671369,-90.246193,1,range_interpolation,4739,Ashland Ct,Saint Louis,MO,St. Louis city,63115,US,TIGER/LineÂ® dataset from the US Census Bureau
"6440 IDAHO, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"921 ELIAS, St. Louis, MO",38.721554,-90.232593,0.4,range_interpolation,921,Elias Ave,Saint Louis,MO,St. Louis city,63147,US,TIGER/LineÂ® dataset from the US Census Bureau
"3918 WALSH, St. Louis, MO",38.575229,-90.259774,1,rooftop,3918,Walsh St,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"1016 ART HILL, St. Louis, MO",38.630855,-90.293052,1,rooftop,1016,Art Hill Pl,Saint Louis,MO,St. Louis city,63139,US,City of St Louis
"1801 WASHINGTON, St. Louis, MO",38.633888,-90.205412,0.6,rooftop,1801,Washington Ave,Saint Louis,MO,St. Louis city,63103,US,City of St Louis
"2244 KINGSHIGHWAY, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"701 15TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"6904 CLIFTON, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"301 TUCKER, St. Louis, MO",38.630209,-90.197749,0.5,rooftop,301,N Tucker Blvd,Saint Louis,MO,St. Louis city,63101,US,City of St Louis
